channel	category	datetime	views	delta_views	subs	delta_subs	videos	delta_videos	activity
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-07-03 00:00:00	202494.5555555556	0.0	650.2222222222222	0.0	5	0	3
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-07-10 00:00:00	394085.66666666674	191591.11111111112	1046.0	395.77777777777777	6	1	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-07-17 00:00:00	835393.75	441308.08333333326	1501.5	455.5	6	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-07-24 00:00:00	1104577.0	269183.25	1750.0	248.5	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-07-31 00:00:00	1284405.6	179828.60000000012	2008.3	258.29999999999995	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-08-07 00:00:00	1493379.8	208974.19999999995	2270.2	261.89999999999986	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-08-14 00:00:00	1721383.0	228003.19999999995	2531.7	261.5	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-08-21 00:00:00	1932405.0	211022.0	2774.6	242.90000000000006	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-08-28 00:00:00	2221635.75	289230.75	3220.25	445.65000000000015	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-09-04 00:00:00	2632813.285714286	411177.5357142859	4114.285714285715	894.0357142857147	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-09-11 00:00:00	3111988.285714285	479174.99999999953	5283.785714285715	1169.5	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-09-18 00:00:00	3812822.777777778	700834.4920634925	6568.555555555556	1284.769841269841	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-09-25 00:00:00	4944496.5	1131673.722222222	8163.0	1594.4444444444446	6	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-10-02 00:00:00	6597324.75	1652828.25	10135.125	1972.125	7	1	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-10-09 00:00:00	7408161.0	810836.25	11025.0	889.875	7	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-10-16 00:00:00	7988571.25	580410.25	11618.25	593.25	7	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-10-23 00:00:00	8573843.75	585272.5	12343.5	725.25	7	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-10-29 23:00:00	9119251.85492228	545408.1049222797	13053.78756476684	710.2875647668387	8	1	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-11-05 23:00:00	9654601.979166666	535350.1242443863	13743.421875	689.6343102331613	8	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-11-12 23:00:00	10247550.21875	592948.239583334	14536.526041666664	793.1041666666661	9	1	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-11-19 23:00:00	10955731.953125	708181.734375	15532.473958333336	995.947916666668	9	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-11-26 23:00:00	11765966.0	810234.046875	16651.802083333332	1119.3281249999984	9	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-12-03 23:00:00	12520622.0	754656.0	17651.052083333332	999.25	9	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-12-10 23:00:00	13126457.515625	605835.515625	18483.30208333333	832.25	9	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-12-17 23:00:00	13680333.015625	553875.5	19313.0625	829.760416666668	9	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-12-24 23:00:00	14025538.890625	345205.875	19907.041666666668	593.9791666666679	11	2	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2017-12-31 23:00:00	14290175.609375	264636.71875	20420.86458333333	513.8229166666642	11	0	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-01-07 23:00:00	14558806.1125	268630.50312500075	20928.2375	507.37291666666715	11	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-01-14 23:00:00	14831132.0125	272325.8999999985	21409.1375	480.9000000000015	11	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-01-21 23:00:00	14398137.239583336	0.0	22110.44270833333	701.3052083333313	11	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-01-28 23:00:00	14571861.911458336	173724.671875	22682.72916666667	572.2864583333358	12	1	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-02-04 23:00:00	14839496.99074074	267635.0792824067	23219.28240740741	536.5532407407409	13	1	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-02-11 23:00:00	15113714.929166667	274217.9384259265	23740.18333333333	520.9009259259255	13	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-02-18 23:00:00	15404182.029166667	290467.0999999996	24246.98333333333	506.79999999999916	13	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-02-25 23:00:00	15694522.564814815	290340.5356481485	24828.31481481481	581.3314814814803	13	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-03-04 23:00:00	15987412.234375	292889.6695601847	25390.328125	562.0133101851861	13	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-03-11 23:00:00	16279287.09375	291874.859375	25982.30208333333	591.9739583333321	13	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-03-18 23:00:00	16613098.713541664	333811.61979166605	26696.0	713.697916666668	14	1	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-03-26 00:00:00	16994135.82198953	381037.1084478628	27563.068062827217	867.0680628272238	14	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-04-02 00:00:00	17354784.75	360648.92801047117	28526.125	963.0569371727761	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-04-09 00:00:00	17782112.0	427327.25	29647.0	1120.875	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-04-16 00:00:00	18188439.25	406327.25	30552.625	905.625	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-04-23 00:00:00	18623288.25	434849.0	31561.75	1009.125	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-04-30 00:00:00	19067626.5	444338.25	32628.125	1066.375	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-05-07 00:00:00	19529725.0	462098.5	33783.5	1155.375	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-05-14 00:00:00	20061909.875	532184.875	35082.5	1299.0	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-05-21 00:00:00	20716966.5	655056.625	36533.0	1450.5	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-05-28 00:00:00	21464406.375	747439.875	38045.375	1512.375	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-06-04 00:00:00	22086807.0	622400.625	39434.0	1388.625	14	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-06-11 00:00:00	23035720.875	948913.875	41098.25	1664.25	15	1	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-06-18 00:00:00	23611528.5	575807.625	42049.25	951.0	16	1	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-06-25 00:00:00	23870022.375	258493.875	42498.875	449.625	16	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-07-02 00:00:00	24062891.5	192869.125	42834.0	335.125	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-07-09 00:00:00	24288764.75	225873.25	43242.25	408.25	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-07-16 00:00:00	24519479.75	230715.0	43704.5	462.25	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-07-23 00:00:00	24746166.375	226686.625	44146.0	441.5	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-07-30 00:00:00	24989734.0	243567.625	44538.0	392.0	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-08-06 00:00:00	25205767.125	216033.125	44937.875	399.875	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-08-13 00:00:00	25427113.25	221346.125	45365.5	427.625	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-08-20 00:00:00	25606576.75	179463.5	45703.375	337.875	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-08-27 00:00:00	25808570.0	201993.25	46090.5	387.125	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-09-03 00:00:00	26299150.5	490580.5	47100.125	1009.625	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-09-10 00:00:00	25328629.25	0.0	48789.0	1688.875	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-09-17 00:00:00	20656078.625	0.0	50338.125	1549.125	16	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-09-24 00:00:00	20865068.0	208989.375	52005.0	1666.875	20	4	4
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-10-01 00:00:00	22268773.625	1403705.625	53447.0	1442.0	20	0	4
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-10-08 00:00:00	16833234.2	0.0	54424.6	977.5999999999983	20	0	4
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-10-15 00:00:00	13142463.147806006	0.0	55327.93302540416	903.3330254041575	20	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-10-22 00:00:00	13297882.15935335	155419.0115473457	56235.443418013856	907.5103926097	20	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-10-28 23:00:00	13453301.170900693	155419.0115473438	57142.95381062356	907.5103926097	20	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-11-04 23:00:00	13917404.587962965	464103.4170622695	58282.97222222223	1140.018411598663	20	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-11-11 23:00:00	14309540.369791664	392135.78182870336	59103.265625	820.293402777781	20	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-11-18 23:00:00	14640819.671875	331279.30208333395	59715.421875	612.15625	20	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-11-25 23:00:00	15012277.369791664	371457.6979166661	60396.578125	681.15625	22	2	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-12-02 23:00:00	15373734.848958336	361457.4791666679	61062.08854166666	665.5104166666642	23	1	3
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-12-09 23:00:00	15816377.223958336	442642.375	62034.21354166666	972.125	24	1	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-12-16 23:00:00	16491130.463541664	674753.2395833321	62037.390625	3.1770833333357587	24	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-12-23 23:00:00	16661360.194444446	170229.73090277796	62110.486111111124	73.09548611110951	24	0	1
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2018-12-30 23:00:00	16739637.598958336	78277.40451388992	62207.86979166666	97.38368055555479	24	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-01-06 23:00:00	16811833.3125	72195.71354166606	62296.36458333334	88.49479166667152	24	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-01-13 23:00:00	16876439.322916668	64606.01041666791	62363.5625	67.19791666666424	24	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-01-20 23:00:00	16933556.677083332	57117.35416666418	62432.98958333334	69.42708333333576	24	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-01-27 23:00:00	16991528.927083332	57972.25	62476.73958333334	43.75	26	2	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-02-03 23:00:00	17093031.640625	101502.71354166792	62749.24479166666	272.50520833332854	26	0	2
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-02-10 23:00:00	17168966.286111113	75934.64548611267	62889.70277777778	140.4579861111124	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-02-17 23:00:00	17240385.419444446	71419.13333333284	63006.83611111112	117.13333333333141	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-02-24 23:00:00	17292891.320833333	52505.901388887316	63061.825	54.988888888889036	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-03-03 23:00:00	17337964.760416668	45073.43958333507	63099.15625	37.331250000002896	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-03-10 23:00:00	17382607.03125	44642.27083333209	63156.06770833334	56.91145833333576	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-03-17 23:00:00	17418763.78125	36156.75	63207.69270833334	51.625	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-03-24 23:00:00	17456360.036458332	37596.25520833209	63278.453125	70.76041666666424	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-04-01 00:00:00	17484042.387434553	27682.350976221263	63339.16230366493	60.70917866491801	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-04-08 00:00:00	17520519.75	36477.36256544665	63393.5	54.33769633508199	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-04-15 00:00:00	17551089.2	30569.449999999248	63452.0	58.5	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-04-22 00:00:00	17569278.222222224	18189.022222224623	63514.111111111124	62.111111111109494	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-04-29 00:00:00	17558723.777777776	0.0	63570.888888888876	56.77777777778101	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-05-06 00:00:00	17588858.588235293	30134.810457516465	63637.94117647059	67.05228758169686	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-05-13 00:00:00	17625774.94117647	36916.352941177785	63706.70588235294	68.7647058823568	26	0	0
UCBJuEqXfXTdcPSbGO9qqn1g	Film and Animation	2019-05-20 00:00:00	17661776.1	36001.15882353112	63769.4	62.69411764705728	26	0	0
